county_fips,county_name,state,photo_id,tot_votes,pop,vap,turnout,political_lean,white_perc,bach_perc,felony_laws
13073,COLUMBIA,Georgia,1,80579,156013,154255,52.23752877,32.98189624,72.17219078,36.5,"Prison, parole, probation"
13075,COOK,Georgia,1,7035,17232,17215,40.86552425,34.66176784,68.80803157,15.7,"Prison, parole, probation"
13077,COWETA,Georgia,1,76799,146163,145840,52.65976413,34.88361866,76.32848258,33.3,"Prison, parole, probation"
13079,CRAWFORD,Georgia,1,6102,12128,12265,49.75132491,35.35365602,75.50296834,10.6,"Prison, parole, probation"
13081,CRISP,Georgia,1,8039,20128,22510,35.71301644,19.22024852,51.43581081,13.7,"Prison, parole, probation"
13083,DADE,Georgia,1,7434,16249,16185,45.93141798,51.20179744,95.0766201,15.8,"Prison, parole, probation"
13085,DAWSON,Georgia,1,16081,26796,25275,63.62413452,65.10063396,95.47693686,33.6,"Prison, parole, probation"
13087,DECATUR,Georgia,1,11627,29368,26595,43.71874412,15.62305958,53.95668755,14,"Prison, parole, probation"
13089,DEKALB,Georgia,1,370804,764425,755285,49.09458019,-52.02325306,36.64519083,45.6,"Prison, parole, probation"
13091,DODGE,Georgia,1,8070,20001,20725,38.9384801,34.32252481,66.61666917,15.3,"Prison, parole, probation"
13093,DOOLY,Georgia,1,4105,11209,13570,30.25055269,2.253409677,47.22990454,12.9,"Prison, parole, probation"
13095,DOUGHERTY,Georgia,1,35311,85793,88695,39.8117143,-30.43297304,25.59999068,22.2,"Prison, parole, probation"
